load_type,pieces,origin_city,destination_city,fuel_surcharge_rate,actual_duration_hours,primary_freight_type,weight_kg,distance_km,fuel_quantity_liters,avg_fuel_price_aud_per_liter,total_fuel_cost_aud,revenue_aud,fuel_surcharge_aud,base_rate_per_km_aud,annual_revenue_potential_aud
Refrigerated,9,Las Vegas,Kansas City,0.24,25.8,General,16277.162197450001,2109.84474,2115.287108,2.0096485585445167,4277.306250000001,6521.382,566.352,3.031056209377757,5955359.399999999
Refrigerated,28,Phoenix,Philadelphia,0.19,44.7,Consumer Goods,8960.263676980001,3844.71326,1148.114853,2.279970993894981,2588.3437499999995,10817.838,817.038,3.031056209377757,352652.39999999997
Dry Van,23,Atlanta,Chicago,0.19,10.3,Food/Beverage,12513.25271119,1089.52318,501.566825,2.141280601044537,1062.3,1927.3139999999999,231.534,1.9014005741484086,8488324.799999999
Dry Van,6,Charlotte,Seattle,0.18,48.0,Electronics,8752.51837152,4221.29882,1423.3141600000001,1.9515719565383935,2773.0125,11778.354,849.852,2.6731455130674684,507679.19999999995
Refrigerated,18,Dallas,Indianapolis,0.17,14.6,General,8530.25811022,1413.00052,860.8022340000001,2.235887261881804,1900.65,3158.622,268.66799999999995,2.1810183056408214,8485948.799999999
Dry Van,2,Columbus,Portland,0.34,46.4,Food/Beverage,19907.715526930002,3752.98088,719.2279,1.9978846412938096,1472.00625,9984.582,1427.184,3.0086867908583645,2698734.6
Refrigerated,23,Las Vegas,Dallas,0.28,19.9,Food/Beverage,8890.86404437,1977.87886,1396.81629,2.163322467051125,2995.2,3505.356,619.416,1.8902158648887122,4737655.8
Dry Van,20,Portland,Columbus,0.34,41.3,Retail,9218.811327880001,3752.98088,1619.7769390000003,2.2638730018676974,3680.7749999999996,8062.721999999999,1427.184,2.3711583630556627,703391.4
Refrigerated,19,Houston,Memphis,0.29,9.4,Consumer Goods,20047.42197689,896.40238,1558.0747560000002,2.1183306431799984,3227.71875,1965.5639999999999,290.754,2.1810183056408214,6937020.0
Refrigerated,5,Kansas City,Indianapolis,0.19,8.3,Electronics,7795.4384708200005,835.24746,2836.0291720000005,1.9554354746249414,5617.593750000001,2151.234,177.498,2.538929001951111,3698092.8
Refrigerated,16,Chicago,Portland,0.19,34.2,Electronics,15892.515867690001,3246.03878,2091.0604840000005,2.140166124673417,4394.625,7374.204,689.814,2.0579865037841603,1345703.4
Refrigerated,2,Miami,Denver,0.28,32.7,Retail,6563.9351862700005,3192.93056,471.662086,1.752452178231684,826.55625,5374.187999999999,999.9359999999999,1.9237699926678016,1603686.5999999999
Dry Van,13,New York,Philadelphia,0.17,1.6,Retail,18667.59398735,148.05928,271.792438,1.7217421626719431,467.9625,299.87999999999994,28.152,1.80073819081114,6149113.2
Dry Van,19,Charlotte,Seattle,0.18,48.0,Retail,9471.91587034,4221.29882,1659.9022850000001,2.102645420179056,3606.4125000000004,9695.016,849.852,2.6731455130674684,7546455.0
Refrigerated,22,Chicago,Charlotte,0.28,11.9,Electronics,20086.88451308,1086.3045,2883.7253379999997,2.2634272113192493,6501.168749999999,2235.384,340.2,2.3823430723153587,2790739.8
Dry Van,15,Portland,Seattle,0.24,3.2,Food/Beverage,16207.30897247,268.75978,540.935089,2.222761206844172,1203.1875,715.7699999999999,72.14399999999999,2.706699640846558,8488324.799999999
Refrigerated,17,Portland,Columbus,0.34,40.9,Electronics,15939.689474170002,3752.98088,1151.1431810000001,1.962964381665394,2266.8,9604.944,1427.184,2.3711583630556627,1619947.8
Refrigerated,8,Miami,Denver,0.28,32.7,Food/Beverage,14941.78626017,3192.93056,1224.5801350000002,2.153911333250559,2635.3875,6000.371999999999,999.9359999999999,1.9237699926678016,5499914.399999999
Refrigerated,3,Houston,Seattle,0.34,42.8,Electronics,12627.55798843,3495.48648,,,,7659.863999999999,1329.264,1.9796935389662844,744291.0
Dry Van,6,Kansas City,Miami,0.25,26.5,Electronics,13658.11985307,2299.74686,952.4091560000002,2.088611273283475,2098.55625,6566.616,643.05,2.807362024183827,5114991.6
Dry Van,20,Houston,Memphis,0.29,9.6,Automotive,13558.32953167,896.40238,318.73152200000004,2.3483255446569853,748.4812499999999,2059.956,290.754,2.1810183056408214,1426388.4
Refrigerated,15,Miami,Seattle,0.18,57.7,Food/Beverage,17093.62846345,5054.93694,1002.755109,2.1209723649485785,2183.60625,9651.654,1017.6839999999999,1.8454770278499257,3530376.0
Dry Van,7,Philadelphia,Seattle,0.17,45.5,Retail,6857.40944966,4391.88886,1631.51171,1.923338555136696,3220.44375,10888.488,835.074,2.79617731492413,4555576.8
Dry Van,24,Dallas,New York,0.32,32.0,Automotive,18440.79780235,2536.31984,2606.254785,1.931362785008757,5118.6,7937.0639999999985,907.776,2.8409161519629165,4938679.8
Dry Van,12,Portland,Seattle,0.24,3.1,Automotive,11485.412400770001,268.75978,630.270765,2.004571499520527,1263.43125,685.062,72.14399999999999,2.706699640846558,3410206.1999999997
Dry Van,17,Charlotte,Seattle,0.18,48.6,Electronics,17176.18227479,4221.29882,743.4545240000001,1.9206142795628478,1429.74375,12899.412,849.852,2.6731455130674684,3379208.4
Refrigerated,28,Kansas City,Portland,0.18,34.8,Food/Beverage,17356.712038050002,2764.84612,772.22364,2.132860112907188,1589.4562500000002,7776.18,556.632,2.762623187145041,8466602.4
Refrigerated,13,Denver,Kansas City,0.29,11.4,Retail,15114.15136077,1029.9776,317.217358,2.3889420168489015,757.81875,2515.14,334.08,2.4494513278735384,2269893.6
Dry Van,27,Portland,Seattle,0.24,3.0,Food/Beverage,8400.077100030001,268.75978,447.056921,2.4662123785798635,1102.5375,629.514,72.14399999999999,2.706699640846558,426157.2
Dry Van,24,Houston,Seattle,0.34,34.7,Retail,12999.50373183,3495.48648,753.675131,1.8247693116465586,1375.275,6902.28,1329.264,1.9796935389662844,8866056.6
Dry Van,8,Kansas City,Atlanta,0.27,16.3,Electronics,15633.51462442,1250.45718,2164.1188970000003,1.9406748542430017,4244.700000000001,3276.558,377.622,2.628406676028683,3379208.4
Dry Van,11,Minneapolis,Houston,0.21,23.8,Consumer Goods,6424.68232868,1956.95744,2219.764424,2.0888754454603333,4719.075000000001,5347.494,459.648,3.0757950464165433,5585065.2
Dry Van,18,Las Vegas,Los Angeles,0.33,4.5,Food/Beverage,8333.85261401,421.64708,1901.0329020000001,1.9015443505459118,3640.0875,1055.664,155.628,2.941578535300185,8806804.2
Dry Van,18,Kansas City,Atlanta,0.27,13.3,Retail,8572.895793,1250.45718,546.613204,2.0694587904612707,1131.1875,3435.336,377.622,2.628406676028683,4555576.8
Refrigerated,3,Charlotte,Denver,0.16,31.5,Electronics,19020.48885121,2508.96106,,,,4876.523999999999,448.99199999999996,1.7336299352529607,3698092.8
Refrigerated,8,Kansas City,Atlanta,0.27,14.8,Food/Beverage,14361.18802657,1250.45718,1231.393873,2.0818418612514895,2528.4562499999997,3189.7799999999993,377.622,2.628406676028683,7995639.6
Dry Van,12,Charlotte,Memphis,0.23,9.7,Automotive,12124.5240501,960.77598,648.440733,2.2732841356682627,1453.06875,2805.408,247.158,2.6060372575092896,2438582.4
Dry Van,24,Charlotte,Seattle,0.18,40.9,Electronics,13002.225286050001,4221.29882,2147.8416340000003,2.2009670022533885,4736.775,11190.852,849.852,2.6731455130674684,4016617.1999999997
Dry Van,13,Las Vegas,Dallas,0.28,24.0,Retail,8686.74747787,1977.87886,3372.80031,2.12179790300126,7078.725,3531.15,619.416,1.8902158648887122,6134068.8
Dry Van,27,Memphis,Los Angeles,0.25,33.9,General,19485.87462283,2961.1856,1500.5365239999999,2.1104715209184737,3180.075,5922.342,828.0,2.0691712130438566,8485948.799999999
Refrigerated,7,Dallas,Denver,0.15,13.1,Automotive,14620.642862210001,1226.31708,1395.6806670000003,2.011836234384122,2894.0999999999995,3615.1919999999996,205.73999999999998,2.9303938260404885,523485.0
Dry Van,4,Kansas City,Portland,0.18,27.7,Electronics,16633.2322079,2764.84612,,,,7219.4039999999995,556.632,2.762623187145041,5382151.2
Dry Van,1,Denver,Kansas City,0.29,10.6,Consumer Goods,9231.51191424,1029.9776,243.78040400000003,2.2859148678742858,557.26875,2312.928,334.08,2.4494513278735384,1475753.4
Refrigerated,13,Las Vegas,Kansas City,0.24,21.4,Automotive,7427.12146638,2109.84474,860.045152,1.968908255644699,1702.36875,5464.656,566.352,3.031056209377757,5843262.6
Refrigerated,22,Phoenix,Philadelphia,0.19,41.3,Retail,17924.156092920002,3844.71326,595.823534,2.0204218301320065,1164.2625,11204.963999999998,817.038,3.031056209377757,8772591.6
Refrigerated,15,Dallas,Denver,0.15,12.9,Automotive,12708.29743029,1226.31708,1930.180559,1.740069107441466,3358.66875,4130.262,205.73999999999998,2.9303938260404885,1876755.5999999999
Dry Van,9,Seattle,Indianapolis,0.33,41.0,Automotive,5327.442385650001,3455.25298,2995.0163920000005,2.0166573766117804,6107.887499999999,10391.867999999999,1275.3179999999998,2.7738078964047372,6216750.0
Refrigerated,4,Houston,Memphis,0.29,10.8,Consumer Goods,9539.501133470001,896.40238,1507.7288030000002,2.085804443904359,2974.2000000000003,1757.502,290.754,2.1810183056408214,1364968.8
Refrigerated,27,Minneapolis,Atlanta,0.33,21.1,Consumer Goods,8362.88252569,1680.15096,961.49414,1.9312637204424354,1877.38125,4118.831999999999,620.136,2.3264195260168763,1475753.4
Refrigerated,11,Columbus,Los Angeles,0.22,40.0,Food/Beverage,16804.69012376,3651.59246,461.82002,2.1244396247698396,981.1125,10337.148,898.524,3.0646103371568474,8806804.2
Dry Van,25,Miami,Dallas,0.17,22.5,Automotive,6175.66011755,2053.51784,415.25947699999995,2.0677251605506406,857.025,5306.831999999999,390.45599999999996,2.6060372575092896,6681661.2
Refrigerated,11,Miami,Denver,0.28,41.5,Consumer Goods,16185.536538710001,3192.93056,667.7463240000001,2.2928493875168074,1531.05,5345.316,999.9359999999999,1.9237699926678016,4782074.399999999
Refrigerated,1,Phoenix,Denver,0.21,14.2,Automotive,16367.88067145,1083.08582,273.306602,2.2259808052496295,608.38125,2128.77,254.394,1.9014005741484086,3603321.0
Dry Van,9,Chicago,Charlotte,0.28,12.5,Retail,11122.0849124,1086.3045,1017.5182079999998,2.0209171529636154,2068.4437500000004,2918.358,340.2,2.3823430723153587,703391.4
Refrigerated,25,Las Vegas,New York,0.21,43.0,Consumer Goods,17688.74165289,4121.51974,345.98647400000004,2.3884466940172926,826.3687500000001,6676.578,968.0579999999999,1.7000758074738713,3195144.0
Refrigerated,24,Portland,Detroit,0.2,38.0,Food/Beverage,8171.466545550001,3635.49906,,,,9185.831999999999,813.24,2.2257571426796074,426157.2
Dry Van,4,Philadelphia,Seattle,0.17,51.6,Consumer Goods,11525.7821217,4391.88886,1629.997546,2.186107317305127,3539.79375,11279.447999999999,835.074,2.79617731492413,8653347.0
Refrigerated,11,Seattle,Houston,0.26,39.9,Automotive,13863.59719668,3495.48648,676.074226,1.8128815636879492,1225.65,8056.9439999999995,1016.496,2.1139100500826427,6216750.0
Refrigerated,1,Columbus,Kansas City,0.24,12.6,Automotive,12028.81606003,1145.85008,,,,2147.814,307.584,2.1698335963811255,1860240.5999999999
Dry Van,19,Columbus,Philadelphia,0.16,9.1,Electronics,5018.09238931,766.04584,,,,1668.348,137.088,2.3040501074974835,2493203.4
Dry Van,28,Las Vegas,Los Angeles,0.33,4.7,Retail,15557.76469863,421.64708,2353.767938,2.1212200263643832,5072.0625,1302.75,155.628,2.941578535300185,2269893.6
Refrigerated,1,Miami,Dallas,0.17,21.0,Automotive,12096.85491553,2053.51784,2039.2003670000004,2.3013937063620586,4724.475,4603.446,390.45599999999996,2.6060372575092896,857628.0
Refrigerated,3,Portland,Seattle,0.24,3.1,Food/Beverage,6226.91605536,268.75978,852.852873,2.0999211446052075,1897.03125,759.7979999999999,72.14399999999999,2.706699640846558,3530376.0
Dry Van,13,Chicago,Las Vegas,0.26,31.5,Electronics,18225.3414266,2814.73566,,,,8597.213999999998,818.532,2.6955149315868616,1345703.4
Refrigerated,13,Memphis,Minneapolis,0.34,16.8,Electronics,16055.80912089,1293.90936,2234.527523,1.9784432201531668,4375.89375,2461.734,492.048,1.8231076093305327,4016617.1999999997
Refrigerated,28,Charlotte,Seattle,0.18,43.8,Food/Beverage,17512.29422096,4221.29882,1805.262029,2.1614237295299583,3944.8500000000004,11532.456,849.852,2.6731455130674684,7995639.6
Refrigerated,12,Atlanta,Chicago,0.19,13.4,Electronics,15473.850110180001,1089.52318,452.735036,1.8772735317970843,849.9,1976.9579999999999,231.534,1.9014005741484086,387365.39999999997
Refrigerated,27,Miami,Philadelphia,0.32,22.1,Food/Beverage,4595.34430047,1890.9745,932.725024,2.257681466472588,2125.10625,5948.838,676.8,2.7738078964047372,2414912.4
Dry Van,22,Houston,Portland,0.28,33.2,Automotive,5233.09517269,3392.48872,819.919806,2.0677251605506406,1618.9875000000002,9997.307999999999,1062.432,2.740253768625648,4181185.8
Refrigerated,22,Houston,Memphis,0.29,8.9,Retail,6251.86363571,896.40238,867.6159719999999,1.9944173814725485,1670.0625000000002,2181.924,290.754,2.1810183056408214,8880818.4
Dry Van,14,Memphis,Minneapolis,0.34,14.5,Food/Beverage,20196.20027425,1293.90936,3016.97177,2.1482976744923272,6450.15,2539.1159999999995,492.048,1.8231076093305327,7995639.6
Refrigerated,16,Atlanta,Miami,0.22,12.6,Retail,13018.101019000002,1121.70998,1164.3921160000002,1.991445444482896,2309.925,2600.82,276.012,2.3264195260168763,8772591.6
Refrigerated,4,Columbus,Los Angeles,0.22,41.9,Food/Beverage,13072.07851103,3651.59246,923.261499,2.141032939628732,1977.6,9517.662,898.524,3.0646103371568474,7011063.0
Dry Van,27,Houston,Seattle,0.34,39.1,Food/Beverage,17527.26276917,3495.48648,1670.5014330000001,2.101283282392132,3516.0562500000005,6768.576,1329.264,1.9796935389662844,3423715.1999999997
Dry Van,3,Kansas City,Indianapolis,0.19,9.4,Consumer Goods,13107.91230826,835.24746,693.487112,1.9991229483728312,1362.0,1990.8899999999996,177.498,2.538929001951111,5866569.0
Refrigerated,24,Phoenix,Denver,0.21,13.9,Electronics,14565.304593070001,1083.08582,663.203832,2.06202894798714,1367.55,2082.9959999999996,254.394,1.9014005741484086,5276273.399999999
Refrigerated,11,Miami,Dallas,0.17,21.9,Electronics,11488.13395499,2053.51784,2314.7782150000003,2.1350395333662666,4902.54375,5305.7339999999995,390.45599999999996,2.6060372575092896,4016617.1999999997
Dry Van,16,Miami,Philadelphia,0.32,20.3,Food/Beverage,19788.42073362,1890.9745,,,,5827.643999999999,676.8,2.7738078964047372,6702010.2
Refrigerated,12,Miami,Denver,0.28,38.6,Retail,10262.52737125,3192.93056,2388.972251,2.1715778475779373,5222.512500000001,6681.708,999.9359999999999,1.9237699926678016,8808463.799999999
Refrigerated,16,Kansas City,Miami,0.25,25.5,Consumer Goods,9758.586248180001,2299.74686,,,,6995.556,643.05,2.807362024183827,3195144.0
Dry Van,6,Denver,Kansas City,0.29,12.5,Food/Beverage,7258.38510474,1029.9776,2409.034924,2.0591560755638096,4947.956249999999,2635.0200000000004,334.08,2.4494513278735384,182953.8
Dry Van,22,Philadelphia,Indianapolis,0.28,11.9,Electronics,6080.85931222,1078.2578,1854.093818,2.1180004279589264,3830.3437499999995,2640.7799999999993,337.67999999999995,2.3152348167571795,507679.19999999995
Dry Van,18,Charlotte,Portland,0.31,50.1,Consumer Goods,9127.18566914,4227.73618,744.2116060000001,2.036767483575095,1502.7937500000003,12673.097999999998,1465.866,3.0086867908583645,5191169.399999999
Dry Van,3,Philadelphia,Seattle,0.17,53.5,Automotive,13188.198157750001,4391.88886,964.901009,2.045187971712443,1918.2000000000003,13529.771999999999,835.074,2.79617731492413,8970256.799999999
Dry Van,8,Dallas,Denver,0.15,12.9,Consumer Goods,10744.69606056,1226.31708,200.62673,2.4305491347040347,487.63125,3171.906,205.73999999999998,2.9303938260404885,5585065.2
Dry Van,2,Phoenix,Kansas City,0.19,22.2,Retail,7807.685464810001,1937.64536,347.879179,2.0669821763032274,719.0625,4199.652,411.768,2.3935277815750555,3705573.6
Dry Van,23,Minneapolis,Atlanta,0.33,18.5,Retail,4570.39672012,1680.15096,1277.197334,1.983767940592961,2573.6625,3416.778,620.136,2.3264195260168763,5695356.6
Refrigerated,10,Charlotte,Memphis,0.23,12.4,Automotive,13004.039655530001,960.77598,1221.1732660000002,2.0297091332246704,2466.13125,2129.2380000000003,247.158,2.6060372575092896,523485.0
Dry Van,28,Las Vegas,New York,0.21,49.2,Electronics,11777.52588705,4121.51974,,,,7962.696,968.0579999999999,1.7000758074738713,5382151.2
Dry Van,5,Columbus,Philadelphia,0.16,8.9,Food/Beverage,10813.6421008,766.04584,528.443236,2.4161847725873815,1276.8187500000001,1552.0320000000002,137.088,2.3040501074974835,6112328.399999999
Dry Van,23,New York,Philadelphia,0.17,1.4,Automotive,14727.23706916,148.05928,416.3951,2.0798605699250543,866.04375,301.734,28.152,1.80073819081114,1003496.3999999999
Refrigerated,7,Kansas City,Portland,0.18,33.0,Consumer Goods,15056.09153741,2764.84612,1185.968953,2.354104311025754,2773.1625000000004,7338.329999999999,556.632,2.762623187145041,6175866.6
Dry Van,1,Seattle,Charlotte,0.34,51.9,Automotive,16699.91028629,4221.29882,1669.744351,2.201214663669193,3599.0437500000003,12463.704,1605.276,2.762623187145041,6869259.0
Refrigerated,1,Atlanta,Chicago,0.19,11.1,Automotive,17189.79004589,1089.52318,1223.823053,2.0531131370181828,2559.8624999999997,1773.054,231.534,1.9014005741484086,279185.39999999997
Refrigerated,22,Las Vegas,Kansas City,0.24,21.3,Electronics,19404.6815886,2109.84474,1067.8641610000002,2.211121120301368,2334.28125,7044.588,566.352,3.031056209377757,387365.39999999997
Refrigerated,25,Las Vegas,Dallas,0.28,23.4,General,7247.95248023,1977.87886,1588.7365770000001,2.0897670265572286,3338.9625,4091.418,619.416,1.8902158648887122,8485948.799999999
Refrigerated,17,Columbus,Los Angeles,0.22,43.6,Retail,9767.204503210001,3651.59246,1263.191317,2.059304672413292,2577.9562499999997,11217.563999999998,898.524,3.0646103371568474,4037261.4
Dry Van,7,Chicago,Charlotte,0.28,11.6,Retail,19405.58877334,1086.3045,3252.045731,2.15168238050832,7047.975,2787.156,340.2,2.3823430723153587,7546455.0
Refrigerated,7,New York,Philadelphia,0.17,1.7,Retail,9006.07650635,148.05928,2215.2219320000004,2.055465920468324,4460.4375,296.94599999999997,28.152,1.80073819081114,8880818.4
Dry Van,18,Chicago,Portland,0.19,35.9,Food/Beverage,16991.5701802,3246.03878,1724.632796,2.0202979994241046,3441.1312499999995,6382.295999999999,689.814,2.0579865037841603,8806804.2
Dry Van,21,Kansas City,Portland,0.18,29.2,Retail,5661.28636997,2764.84612,674.560062,1.7380878161150308,1171.8000000000002,8705.213999999998,556.632,2.762623187145041,6673773.6
Refrigerated,20,Philadelphia,Minneapolis,0.34,19.9,Consumer Goods,6450.99068614,1818.5542,593.930829,2.1284022074227096,1264.125,4137.893999999999,691.56,2.02443237600507,1364968.8
Dry Van,25,Atlanta,Miami,0.22,12.1,Food/Beverage,10466.19034538,1121.70998,1304.8308270000002,1.9736963763502502,2503.18125,2551.608,276.012,2.3264195260168763,1024403.3999999999
Dry Van,17,Miami,Dallas,0.17,22.9,Electronics,10437.614026070001,2053.51784,1327.1647460000002,2.1941150364161346,2867.7750000000005,4612.788,390.45599999999996,2.6060372575092896,744291.0
Dry Van,20,Philadelphia,Minneapolis,0.34,18.5,Automotive,5506.15777943,1818.5542,517.465547,2.458287213274123,1272.075,3868.073999999999,691.56,2.02443237600507,857628.0
Dry Van,21,Miami,Philadelphia,0.32,23.9,Automotive,5615.9271329700005,1890.9745,1364.261764,1.9441421140642625,2703.69375,4785.552,676.8,2.7738078964047372,1860240.5999999999
Refrigerated,8,Philadelphia,Seattle,0.17,46.2,Consumer Goods,7664.35027589,4391.88886,1838.9521780000002,2.047829693481023,3799.3125,10555.902,835.074,2.79617731492413,2219725.8
Dry Van,5,Charlotte,Memphis,0.23,12.3,Retail,11095.32296257,960.77598,,,,2295.7380000000003,247.158,2.6060372575092896,6673773.6
Dry Van,4,Las Vegas,Dallas,0.28,24.1,General,11869.15154579,1977.87886,,,,4067.1359999999995,619.416,1.8902158648887122,997304.3999999999
Refrigerated,8,Portland,Detroit,0.2,37.8,Food/Beverage,4789.4818348300005,3635.49906,1446.783702,2.0040761766889186,2886.15,7637.093999999999,813.24,2.2257571426796074,3141000.0
Dry Van,22,Columbus,Kansas City,0.24,12.7,Retail,8762.95099603,1145.85008,2203.487161,1.9247006929236197,4070.1000000000004,2606.2380000000003,307.584,2.1698335963811255,8418679.2
Dry Van,19,Las Vegas,Dallas,0.28,21.0,Food/Beverage,8698.540879490001,1977.87886,2122.857928,2.0985590068182836,4486.125,3242.772,619.416,1.8902158648887122,1464649.2
Dry Van,17,Kansas City,Los Angeles,0.19,31.1,Retail,18144.601984740002,2505.74238,1054.993767,2.262139371957067,2418.7312500000003,5163.3,532.494,2.2481265611990007,6149113.2
Dry Van,23,Chicago,Charlotte,0.28,12.5,Food/Beverage,6474.12389701,1086.3045,,,,2450.61,340.2,2.3823430723153587,1261787.4
Refrigerated,20,Columbus,Kansas City,0.24,11.4,Electronics,18904.82279686,1145.85008,1491.072999,2.1804111047416264,3324.975,2128.2659999999996,307.584,2.1698335963811255,5001517.8
Refrigerated,6,Seattle,Houston,0.26,38.8,General,19074.012750870002,3495.48648,1002.755109,2.16134117572469,2238.4125000000004,6398.820000000001,1016.496,2.1139100500826427,4787127.0
Refrigerated,13,Philadelphia,New York,0.15,1.7,Retail,11663.67420218,148.05928,1092.090785,1.9944173814725485,2180.3625,486.54,24.840000000000003,3.12053388345533,2175987.6
Refrigerated,11,Chicago,Los Angeles,0.29,41.7,Retail,12407.11209661,3223.5080199999998,,,,9457.128,1045.566,2.8521008612226124,8456823.0
Dry Van,8,Chicago,Las Vegas,0.26,29.2,Automotive,5262.12508437,2814.73566,1070.513948,1.9008013662984988,2005.36875,7903.133999999999,818.532,2.6955149315868616,2903895.0
Refrigerated,26,Seattle,Charlotte,0.34,47.6,Food/Beverage,17085.46380079,4221.29882,1544.44728,2.190977991815946,3375.1312500000004,12021.606000000002,1605.276,2.762623187145041,8466602.4
Refrigerated,11,Chicago,Portland,0.19,38.6,General,5258.496345410001,3246.03878,1965.0063310000003,2.019431184468789,3995.7375,7430.112,689.814,2.0579865037841603,5955359.399999999
Dry Van,11,New York,Philadelphia,0.17,1.9,Automotive,6478.6598207100005,148.05928,1154.55005,2.0372628064067038,2413.21875,260.838,28.152,1.80073819081114,2314274.4
Dry Van,10,Miami,Seattle,0.18,54.5,Consumer Goods,12704.66869133,5054.93694,,,,9325.818,1017.6839999999999,1.8454770278499257,5255969.399999999
Dry Van,13,Phoenix,Denver,0.21,12.1,General,11614.23263385,1083.08582,3254.3169770000004,2.174137015541249,6980.7375,2041.614,254.394,1.9014005741484086,8485948.799999999
Dry Van,3,Philadelphia,Seattle,0.17,44.3,Food/Beverage,13175.49757139,4391.88886,3024.1640490000004,2.003002977220433,6045.956249999999,10686.293999999998,835.074,2.79617731492413,1024403.3999999999
Refrigerated,15,Kansas City,Portland,0.18,32.9,Electronics,12031.08402188,2764.84612,,,,7371.0,556.632,2.762623187145041,387365.39999999997
Refrigerated,26,New York,Philadelphia,0.17,1.6,Food/Beverage,12267.40564665,148.05928,2547.58093,2.061285963739727,5289.300000000001,287.82,28.152,1.80073819081114,1261787.4
Refrigerated,1,Philadelphia,Indianapolis,0.28,11.3,Food/Beverage,14224.203130830001,1078.2578,781.3086239999999,2.402068071886533,1881.0750000000003,2730.8880000000004,337.67999999999995,2.3152348167571795,8625088.799999999
Refrigerated,17,Kansas City,Los Angeles,0.19,26.9,General,15361.35920242,2505.74238,901.306121,2.3037464898122,2067.5437500000003,6273.071999999999,532.494,2.2481265611990007,2537137.8
Refrigerated,22,Miami,Seattle,0.18,64.0,Automotive,8924.88347212,5054.93694,446.67838,2.0778792785986195,928.14375,9657.378,1017.6839999999999,1.8454770278499257,6243309.0
Refrigerated,20,Philadelphia,Seattle,0.17,46.0,General,9231.51191424,4391.88886,,,,13717.674,835.074,2.79617731492413,7294734.0
Refrigerated,27,Chicago,Charlotte,0.28,11.7,Automotive,19759.39082194,1086.3045,1146.6006889999999,2.0702843285139525,2403.75,2274.552,340.2,2.3823430723153587,7473452.399999999
