load_type,pieces,origin_city,destination_city,fuel_surcharge_rate,actual_duration_hours,primary_freight_type,weight_kg,distance_km,fuel_quantity_liters,avg_fuel_price_aud_per_liter,total_fuel_cost_aud,revenue_aud,fuel_surcharge_aud,base_rate_per_km_aud,annual_revenue_potential_aud
Dry Van,2,Columbus,Portland,0.34,46.4,Food/Beverage,19907.715526930002,3752.98088,719.2279,1.9978846412938096,1472.00625,9568.55775,1367.7179999999998,2.883324841239266,2586287.3249999997
Refrigerated,23,Las Vegas,Dallas,0.28,19.9,Food/Beverage,8890.86404437,1977.87886,1396.81629,2.163322467051125,2995.2,3359.2995,593.607,1.8114568705183491,4540253.475
Dry Van,20,Portland,Columbus,0.34,41.3,Retail,9218.811327880001,3752.98088,1619.7769390000003,2.2638730018676974,3680.7749999999996,7726.775249999999,1367.7179999999998,2.2723600979283436,674083.4249999999
Refrigerated,19,Houston,Memphis,0.29,9.4,Consumer Goods,20047.42197689,896.40238,1558.0747560000002,2.1183306431799984,3227.71875,1883.6654999999998,278.63925,2.090142542905787,6647977.499999999
Refrigerated,5,Kansas City,Indianapolis,0.19,8.3,Electronics,7795.4384708200005,835.24746,2836.0291720000005,1.9554354746249414,5617.593750000001,2061.59925,170.10224999999997,2.433140293536481,3544005.5999999996
Refrigerated,16,Chicago,Portland,0.19,34.2,Electronics,15892.515867690001,3246.03878,2091.0604840000005,2.140166124673417,4394.625,7066.9455,661.07175,1.9722370661264867,1289632.4249999998
Refrigerated,2,Miami,Denver,0.28,32.7,Retail,6563.9351862700005,3192.93056,471.662086,1.752452178231684,826.55625,5150.263499999999,958.2719999999999,1.8436129096399765,1536866.325
Dry Van,13,New York,Philadelphia,0.17,1.6,Retail,18667.59398735,148.05928,271.792438,1.7217421626719431,467.9625,287.38499999999993,26.979,1.7257074328606756,5892900.149999999
Dry Van,19,Charlotte,Seattle,0.18,48.0,Retail,9471.91587034,4221.29882,1659.9022850000001,2.102645420179056,3606.4125000000004,9291.056999999999,814.4415,2.5617644500229906,7232019.374999999
Refrigerated,22,Chicago,Charlotte,0.28,11.9,Electronics,20086.88451308,1086.3045,2883.7253379999997,2.2634272113192493,6501.168749999999,2142.243,326.025,2.283078777635552,2674458.9749999996
Dry Van,15,Portland,Seattle,0.24,3.2,Food/Beverage,16207.30897247,268.75978,540.935089,2.222761206844172,1203.1875,685.9462499999998,69.13799999999999,2.593920489144618,8134644.6
Refrigerated,17,Portland,Columbus,0.34,40.9,Electronics,15939.689474170002,3752.98088,1151.1431810000001,1.962964381665394,2266.8,9204.738,1367.7179999999998,2.2723600979283436,1552449.9749999999
Refrigerated,8,Miami,Denver,0.28,32.7,Food/Beverage,14941.78626017,3192.93056,1224.5801350000002,2.153911333250559,2635.3875,5750.356499999999,958.2719999999999,1.8436129096399765,5270751.3
Refrigerated,3,Houston,Seattle,0.34,42.8,Electronics,12627.55798843,3495.48648,,,,7340.702999999999,1273.878,1.8972063081760226,713278.875
Dry Van,6,Kansas City,Miami,0.25,26.5,Electronics,13658.11985307,2299.74686,952.4091560000002,2.088611273283475,2098.55625,6293.007,616.2562499999999,2.6903886065095004,4901866.949999999
Dry Van,20,Houston,Memphis,0.29,9.6,Automotive,13558.32953167,896.40238,318.73152200000004,2.3483255446569853,748.4812499999999,1974.1245,278.63925,2.090142542905787,1366955.5499999998
Refrigerated,15,Miami,Seattle,0.18,57.7,Food/Beverage,17093.62846345,5054.93694,1002.755109,2.1209723649485785,2183.60625,9249.50175,975.2804999999998,1.768582151689512,3383276.9999999995
Dry Van,7,Philadelphia,Seattle,0.17,45.5,Retail,6857.40944966,4391.88886,1631.51171,1.923338555136696,3220.44375,10434.801,800.2792499999999,2.6796699268022914,4365761.1
Dry Van,24,Dallas,New York,0.32,32.0,Automotive,18440.79780235,2536.31984,2606.254785,1.931362785008757,5118.6,7606.352999999998,869.952,2.722544645631128,4732901.475
Dry Van,12,Portland,Seattle,0.24,3.1,Automotive,11485.412400770001,268.75978,630.270765,2.004571499520527,1263.43125,656.51775,69.13799999999999,2.593920489144618,3268114.275
Dry Van,17,Charlotte,Seattle,0.18,48.6,Electronics,17176.18227479,4221.29882,743.4545240000001,1.9206142795628478,1429.74375,12361.9365,814.4415,2.5617644500229906,3238408.05
Refrigerated,28,Kansas City,Portland,0.18,34.8,Food/Beverage,17356.712038050002,2764.84612,772.22364,2.132860112907188,1589.4562500000002,7452.1725,533.439,2.647513887680664,8113827.3
Refrigerated,13,Denver,Kansas City,0.29,11.4,Retail,15114.15136077,1029.9776,317.217358,2.3889420168489015,757.81875,2410.3424999999997,320.15999999999997,2.3473908558788072,2175314.6999999997
Dry Van,27,Portland,Seattle,0.24,3.0,Food/Beverage,8400.077100030001,268.75978,447.056921,2.4662123785798635,1102.5375,603.2842499999999,69.13799999999999,2.593920489144618,408400.64999999997
Dry Van,24,Houston,Seattle,0.34,34.7,Retail,12999.50373183,3495.48648,753.675131,1.8247693116465586,1375.275,6614.6849999999995,1273.878,1.8972063081760226,8496637.575
Dry Van,8,Kansas City,Atlanta,0.27,16.3,Electronics,15633.51462442,1250.45718,2164.1188970000003,1.9406748542430017,4244.700000000001,3140.03475,361.88775,2.5188897311941543,3238408.05
Dry Van,11,Minneapolis,Houston,0.21,23.8,Consumer Goods,6424.68232868,1956.95744,2219.764424,2.0888754454603333,4719.075000000001,5124.68175,440.496,2.9476369194825205,5352354.149999999
Dry Van,18,Las Vegas,Los Angeles,0.33,4.5,Food/Beverage,8333.85261401,421.64708,1901.0329020000001,1.9015443505459118,3640.0875,1011.678,149.1435,2.8190127629960107,8439854.024999999
Dry Van,18,Kansas City,Atlanta,0.27,13.3,Retail,8572.895793,1250.45718,546.613204,2.0694587904612707,1131.1875,3292.1969999999997,361.88775,2.5188897311941543,4365761.1
Refrigerated,3,Charlotte,Denver,0.16,31.5,Electronics,19020.48885121,2508.96106,,,,4673.335499999999,430.28399999999993,1.6613953546174207,3544005.5999999996
Refrigerated,8,Kansas City,Atlanta,0.27,14.8,Food/Beverage,14361.18802657,1250.45718,1231.393873,2.0818418612514895,2528.4562499999997,3056.8724999999995,361.88775,2.5188897311941543,7662487.949999999
Dry Van,12,Charlotte,Memphis,0.23,9.7,Automotive,12124.5240501,960.77598,648.440733,2.2732841356682627,1453.06875,2688.516,236.85975,2.497452371779736,2336974.8
Dry Van,24,Charlotte,Seattle,0.18,40.9,Electronics,13002.225286050001,4221.29882,2147.8416340000003,2.2009670022533885,4736.775,10724.5665,814.4415,2.5617644500229906,3849258.15
Dry Van,13,Las Vegas,Dallas,0.28,24.0,Retail,8686.74747787,1977.87886,3372.80031,2.12179790300126,7078.725,3384.0187499999997,593.607,1.8114568705183491,5878482.6
Dry Van,27,Memphis,Los Angeles,0.25,33.9,General,19485.87462283,2961.1856,1500.5365239999999,2.1104715209184737,3180.075,5675.5777499999995,793.4999999999999,1.982955745833696,8132367.6
Refrigerated,7,Dallas,Denver,0.15,13.1,Automotive,14620.642862210001,1226.31708,1395.6806670000003,2.011836234384122,2894.0999999999995,3464.5589999999997,197.16749999999996,2.8082940832888013,501673.12499999994
Dry Van,4,Kansas City,Portland,0.18,27.7,Electronics,16633.2322079,2764.84612,,,,6918.595499999999,533.439,2.647513887680664,5157894.899999999
Dry Van,1,Denver,Kansas City,0.29,10.6,Consumer Goods,9231.51191424,1029.9776,243.78040400000003,2.2859148678742858,557.26875,2216.556,320.15999999999997,2.3473908558788072,1414263.6749999998
Refrigerated,13,Las Vegas,Kansas City,0.24,21.4,Automotive,7427.12146638,2109.84474,860.045152,1.968908255644699,1702.36875,5236.9619999999995,542.7539999999999,2.9047622006536837,5599793.324999999
Refrigerated,22,Phoenix,Philadelphia,0.19,41.3,Retail,17924.156092920002,3844.71326,595.823534,2.0204218301320065,1164.2625,10738.090499999998,782.99475,2.9047622006536837,8407066.95
Refrigerated,15,Dallas,Denver,0.15,12.9,Automotive,12708.29743029,1226.31708,1930.180559,1.740069107441466,3358.66875,3958.16775,197.16749999999996,2.8082940832888013,1798557.45
Dry Van,9,Seattle,Indianapolis,0.33,41.0,Automotive,5327.442385650001,3455.25298,2995.0163920000005,2.0166573766117804,6107.887499999999,9958.873499999998,1222.1797499999998,2.658232567387873,5957718.75
Refrigerated,4,Houston,Memphis,0.29,10.8,Consumer Goods,9539.501133470001,896.40238,1507.7288030000002,2.085804443904359,2974.2000000000003,1684.2727499999999,278.63925,2.090142542905787,1308095.0999999999
Refrigerated,27,Minneapolis,Atlanta,0.33,21.1,Consumer Goods,8362.88252569,1680.15096,961.49414,1.9312637204424354,1877.38125,3947.2139999999995,594.2969999999999,2.2294853790995064,1414263.6749999998
Refrigerated,11,Columbus,Los Angeles,0.22,40.0,Food/Beverage,16804.69012376,3651.59246,461.82002,2.1244396247698396,981.1125,9906.433499999997,861.0854999999999,2.936918239775312,8439854.024999999
Dry Van,25,Miami,Dallas,0.17,22.5,Automotive,6175.66011755,2053.51784,415.25947699999995,2.0677251605506406,857.025,5085.713999999999,374.18699999999995,2.497452371779736,6403258.649999999
Refrigerated,11,Miami,Denver,0.28,41.5,Consumer Goods,16185.536538710001,3192.93056,667.7463240000001,2.2928493875168074,1531.05,5122.5945,958.2719999999999,1.8436129096399765,4582821.3
Refrigerated,1,Phoenix,Denver,0.21,14.2,Automotive,16367.88067145,1083.08582,273.306602,2.2259808052496295,608.38125,2040.07125,243.79424999999998,1.822175550225558,3453182.6249999995
Dry Van,9,Chicago,Charlotte,0.28,12.5,Retail,11122.0849124,1086.3045,1017.5182079999998,2.0209171529636154,2068.4437500000004,2796.75975,326.025,2.283078777635552,674083.4249999999
Refrigerated,25,Las Vegas,New York,0.21,43.0,Consumer Goods,17688.74165289,4121.51974,345.98647400000004,2.3884466940172926,826.3687500000001,6398.38725,927.7222499999998,1.6292393154957934,3062012.9999999995
Refrigerated,24,Portland,Detroit,0.2,38.0,Food/Beverage,8171.466545550001,3635.49906,,,,8803.088999999998,779.355,2.133017261734624,408400.64999999997
Dry Van,4,Philadelphia,Seattle,0.17,51.6,Consumer Goods,11525.7821217,4391.88886,1629.997546,2.186107317305127,3539.79375,10809.470999999998,800.2792499999999,2.6796699268022914,8292790.874999999
Refrigerated,11,Seattle,Houston,0.26,39.9,Automotive,13863.59719668,3495.48648,676.074226,1.8128815636879492,1225.65,7721.237999999999,974.1419999999999,2.0258304646625325,5957718.75
Refrigerated,1,Columbus,Kansas City,0.24,12.6,Automotive,12028.81606003,1145.85008,,,,2058.32175,294.768,2.079423863198578,1782730.575
Dry Van,19,Columbus,Philadelphia,0.16,9.1,Electronics,5018.09238931,766.04584,,,,1598.8334999999997,131.37599999999998,2.208048019685088,2389319.925
Dry Van,28,Las Vegas,Los Angeles,0.33,4.7,Retail,15557.76469863,421.64708,2353.767938,2.1212200263643832,5072.0625,1248.46875,149.1435,2.8190127629960107,2175314.6999999997
Refrigerated,1,Miami,Dallas,0.17,21.0,Automotive,12096.85491553,2053.51784,2039.2003670000004,2.3013937063620586,4724.475,4411.6357499999995,374.18699999999995,2.497452371779736,821893.4999999999
Refrigerated,3,Portland,Seattle,0.24,3.1,Food/Beverage,6226.91605536,268.75978,852.852873,2.0999211446052075,1897.03125,728.1397499999999,69.13799999999999,2.593920489144618,3383276.9999999995
Dry Van,13,Chicago,Las Vegas,0.26,31.5,Electronics,18225.3414266,2814.73566,,,,8238.996749999998,784.4264999999999,2.583201809437409,1289632.4249999998
Refrigerated,13,Memphis,Minneapolis,0.34,16.8,Electronics,16055.80912089,1293.90936,2234.527523,1.9784432201531668,4375.89375,2359.16175,471.546,1.7471447922750938,3849258.15
Refrigerated,28,Charlotte,Seattle,0.18,43.8,Food/Beverage,17512.29422096,4221.29882,1805.262029,2.1614237295299583,3944.8500000000004,11051.937,814.4415,2.5617644500229906,7662487.949999999
Refrigerated,12,Atlanta,Chicago,0.19,13.4,Electronics,15473.850110180001,1089.52318,452.735036,1.8772735317970843,849.9,1894.5847499999998,221.88674999999998,1.822175550225558,371225.175
Refrigerated,27,Miami,Philadelphia,0.32,22.1,Food/Beverage,4595.34430047,1890.9745,932.725024,2.257681466472588,2125.10625,5700.969749999999,648.5999999999999,2.658232567387873,2314291.05
Dry Van,22,Houston,Portland,0.28,33.2,Automotive,5233.09517269,3392.48872,819.919806,2.0677251605506406,1618.9875000000002,9580.753499999999,1018.164,2.6260765282662457,4006969.7249999996
Refrigerated,22,Houston,Memphis,0.29,8.9,Retail,6251.86363571,896.40238,867.6159719999999,1.9944173814725485,1670.0625000000002,2091.0105,278.63925,2.090142542905787,8510784.299999999
Dry Van,14,Memphis,Minneapolis,0.34,14.5,Food/Beverage,20196.20027425,1293.90936,3016.97177,2.1482976744923272,6450.15,2433.3194999999996,471.546,1.7471447922750938,7662487.949999999
Refrigerated,16,Atlanta,Miami,0.22,12.6,Retail,13018.101019000002,1121.70998,1164.3921160000002,1.991445444482896,2309.925,2492.4525000000003,264.51149999999996,2.2294853790995064,8407066.95
Refrigerated,4,Columbus,Los Angeles,0.22,41.9,Food/Beverage,13072.07851103,3651.59246,923.261499,2.141032939628732,1977.6,9121.09275,861.0854999999999,2.936918239775312,6718935.374999999
Dry Van,27,Houston,Seattle,0.34,39.1,Food/Beverage,17527.26276917,3495.48648,1670.5014330000001,2.101283282392132,3516.0562500000005,6486.552,1273.878,1.8972063081760226,3281060.4
Dry Van,3,Kansas City,Indianapolis,0.19,9.4,Consumer Goods,13107.91230826,835.24746,693.487112,1.9991229483728312,1362.0,1907.9362499999997,170.10224999999997,2.433140293536481,5622128.625
Refrigerated,24,Phoenix,Denver,0.21,13.9,Electronics,14565.304593070001,1083.08582,663.203832,2.06202894798714,1367.55,1996.2044999999998,243.79424999999998,1.822175550225558,5056428.675
Refrigerated,11,Miami,Dallas,0.17,21.9,Electronics,11488.13395499,2053.51784,2314.7782150000003,2.1350395333662666,4902.54375,5084.661749999999,374.18699999999995,2.497452371779736,3849258.15
Dry Van,16,Miami,Philadelphia,0.32,20.3,Food/Beverage,19788.42073362,1890.9745,,,,5584.825499999999,648.5999999999999,2.658232567387873,6422759.774999999
Refrigerated,12,Miami,Denver,0.28,38.6,Retail,10262.52737125,3192.93056,2388.972251,2.1715778475779373,5222.512500000001,6403.3035,958.2719999999999,1.8436129096399765,8441444.475
Refrigerated,16,Kansas City,Miami,0.25,25.5,Consumer Goods,9758.586248180001,2299.74686,,,,6704.0745,616.2562499999999,2.6903886065095004,3062012.9999999995
Dry Van,6,Denver,Kansas City,0.29,12.5,Food/Beverage,7258.38510474,1029.9776,2409.034924,2.0591560755638096,4947.956249999999,2525.2275000000004,320.15999999999997,2.3473908558788072,175330.72499999998
Dry Van,22,Philadelphia,Indianapolis,0.28,11.9,Electronics,6080.85931222,1078.2578,1854.093818,2.1180004279589264,3830.3437499999995,2530.7474999999995,323.60999999999996,2.218766699392297,486525.89999999997
Dry Van,18,Charlotte,Portland,0.31,50.1,Consumer Goods,9127.18566914,4227.73618,744.2116060000001,2.036767483575095,1502.7937500000003,12145.052249999999,1404.78825,2.883324841239266,4974870.675
Dry Van,3,Philadelphia,Seattle,0.17,53.5,Automotive,13188.198157750001,4391.88886,964.901009,2.045187971712443,1918.2000000000003,12966.0315,800.2792499999999,2.6796699268022914,8596496.1
Dry Van,8,Dallas,Denver,0.15,12.9,Consumer Goods,10744.69606056,1226.31708,200.62673,2.4305491347040347,487.63125,3039.74325,197.16749999999996,2.8082940832888013,5352354.149999999
Dry Van,2,Phoenix,Kansas City,0.19,22.2,Retail,7807.685464810001,1937.64536,347.879179,2.0669821763032274,719.0625,4024.6665,394.61099999999993,2.2937974573427615,3551174.6999999997
Dry Van,23,Minneapolis,Atlanta,0.33,18.5,Retail,4570.39672012,1680.15096,1277.197334,1.983767940592961,2573.6625,3274.41225,594.2969999999999,2.2294853790995064,5458050.074999999
Refrigerated,10,Charlotte,Memphis,0.23,12.4,Automotive,13004.039655530001,960.77598,1221.1732660000002,2.0297091332246704,2466.13125,2040.5197500000002,236.85975,2.497452371779736,501673.12499999994
Dry Van,28,Las Vegas,New York,0.21,49.2,Electronics,11777.52588705,4121.51974,,,,7630.9169999999995,927.7222499999998,1.6292393154957934,5157894.899999999
Dry Van,5,Columbus,Philadelphia,0.16,8.9,Food/Beverage,10813.6421008,766.04584,528.443236,2.4161847725873815,1276.8187500000001,1487.364,131.37599999999998,2.208048019685088,5857648.05
Dry Van,23,New York,Philadelphia,0.17,1.4,Automotive,14727.23706916,148.05928,416.3951,2.0798605699250543,866.04375,289.16175,26.979,1.7257074328606756,961684.0499999999
Refrigerated,7,Kansas City,Portland,0.18,33.0,Consumer Goods,15056.09153741,2764.84612,1185.968953,2.354104311025754,2773.1625000000004,7032.566249999999,533.439,2.647513887680664,5918538.824999999
Dry Van,1,Seattle,Charlotte,0.34,51.9,Automotive,16699.91028629,4221.29882,1669.744351,2.201214663669193,3599.0437500000003,11944.383,1538.3895,2.647513887680664,6583039.874999999
Refrigerated,1,Atlanta,Chicago,0.19,11.1,Automotive,17189.79004589,1089.52318,1223.823053,2.0531131370181828,2559.8624999999997,1699.1767499999999,221.88674999999998,1.822175550225558,267552.675
Refrigerated,22,Las Vegas,Kansas City,0.24,21.3,Electronics,19404.6815886,2109.84474,1067.8641610000002,2.211121120301368,2334.28125,6751.063499999999,542.7539999999999,2.9047622006536837,371225.175
Refrigerated,25,Las Vegas,Dallas,0.28,23.4,General,7247.95248023,1977.87886,1588.7365770000001,2.0897670265572286,3338.9625,3920.94225,593.607,1.8114568705183491,8132367.6
Refrigerated,17,Columbus,Los Angeles,0.22,43.6,Retail,9767.204503210001,3651.59246,1263.191317,2.059304672413292,2577.9562499999997,10750.1655,861.0854999999999,2.936918239775312,3869042.175
Dry Van,7,Chicago,Charlotte,0.28,11.6,Retail,19405.58877334,1086.3045,3252.045731,2.15168238050832,7047.975,2671.0245,326.025,2.283078777635552,7232019.374999999
Refrigerated,7,New York,Philadelphia,0.17,1.7,Retail,9006.07650635,148.05928,2215.2219320000004,2.055465920468324,4460.4375,284.57325,26.979,1.7257074328606756,8510784.299999999
Dry Van,18,Chicago,Portland,0.19,35.9,Food/Beverage,16991.5701802,3246.03878,1724.632796,2.0202979994241046,3441.1312499999995,6116.366999999999,661.07175,1.9722370661264867,8439854.024999999
Dry Van,21,Kansas City,Portland,0.18,29.2,Retail,5661.28636997,2764.84612,674.560062,1.7380878161150308,1171.8000000000002,8342.496749999998,533.439,2.647513887680664,6395699.699999999
Refrigerated,20,Philadelphia,Minneapolis,0.34,19.9,Consumer Goods,6450.99068614,1818.5542,593.930829,2.1284022074227096,1264.125,3965.4817499999995,662.7449999999999,1.940081027004859,1308095.0999999999
Dry Van,25,Atlanta,Miami,0.22,12.1,Food/Beverage,10466.19034538,1121.70998,1304.8308270000002,1.9736963763502502,2503.18125,2445.291,264.51149999999996,2.2294853790995064,981719.9249999999
Dry Van,17,Miami,Dallas,0.17,22.9,Electronics,10437.614026070001,2053.51784,1327.1647460000002,2.1941150364161346,2867.7750000000005,4420.5885,374.18699999999995,2.497452371779736,713278.875
Dry Van,20,Philadelphia,Minneapolis,0.34,18.5,Automotive,5506.15777943,1818.5542,517.465547,2.458287213274123,1272.075,3706.904249999999,662.7449999999999,1.940081027004859,821893.4999999999
Dry Van,21,Miami,Philadelphia,0.32,23.9,Automotive,5615.9271329700005,1890.9745,1364.261764,1.9441421140642625,2703.69375,4586.1539999999995,648.5999999999999,2.658232567387873,1782730.575
Refrigerated,8,Philadelphia,Seattle,0.17,46.2,Consumer Goods,7664.35027589,4391.88886,1838.9521780000002,2.047829693481023,3799.3125,10116.072750000001,800.2792499999999,2.6796699268022914,2127237.2249999996
Dry Van,5,Charlotte,Memphis,0.23,12.3,Retail,11095.32296257,960.77598,,,,2200.08225,236.85975,2.497452371779736,6395699.699999999
Dry Van,4,Las Vegas,Dallas,0.28,24.1,General,11869.15154579,1977.87886,,,,3897.6719999999996,593.607,1.8114568705183491,955750.0499999999
Refrigerated,8,Portland,Detroit,0.2,37.8,Food/Beverage,4789.4818348300005,3635.49906,1446.783702,2.0040761766889186,2886.15,7318.88175,779.355,2.133017261734624,3010125.0
Dry Van,22,Columbus,Kansas City,0.24,12.7,Retail,8762.95099603,1145.85008,2203.487161,1.9247006929236197,4070.1000000000004,2497.64475,294.768,2.079423863198578,8067900.899999999
Dry Van,19,Las Vegas,Dallas,0.28,21.0,Food/Beverage,8698.540879490001,1977.87886,2122.857928,2.0985590068182836,4486.125,3107.6564999999996,593.607,1.8114568705183491,1403622.15
Dry Van,17,Kansas City,Los Angeles,0.19,31.1,Retail,18144.601984740002,2505.74238,1054.993767,2.262139371957067,2418.7312500000003,4948.162499999999,510.30674999999997,2.154454621149042,5892900.149999999
Dry Van,23,Chicago,Charlotte,0.28,12.5,Food/Beverage,6474.12389701,1086.3045,,,,2348.5012500000003,326.025,2.283078777635552,1209212.9249999998
Refrigerated,20,Columbus,Kansas City,0.24,11.4,Electronics,18904.82279686,1145.85008,1491.072999,2.1804111047416264,3324.975,2039.5882499999996,294.768,2.079423863198578,4793121.225
Refrigerated,6,Seattle,Houston,0.26,38.8,General,19074.012750870002,3495.48648,1002.755109,2.16134117572469,2238.4125000000004,6132.2025,974.1419999999999,2.0258304646625325,4587663.375
Refrigerated,13,Philadelphia,New York,0.15,1.7,Retail,11663.67420218,148.05928,1092.090785,1.9944173814725485,2180.3625,466.26750000000004,23.805,2.9905116383113572,2085321.45
Refrigerated,11,Chicago,Los Angeles,0.29,41.7,Retail,12407.11209661,3223.5080199999998,,,,9063.081,1002.00075,2.7332633253383367,8104455.374999999
Dry Van,8,Chicago,Las Vegas,0.26,29.2,Automotive,5262.12508437,2814.73566,1070.513948,1.9008013662984988,2005.36875,7573.8367499999995,784.4264999999999,2.583201809437409,2782899.375
Refrigerated,26,Seattle,Charlotte,0.34,47.6,Food/Beverage,17085.46380079,4221.29882,1544.44728,2.190977991815946,3375.1312500000004,11520.705750000001,1538.3895,2.647513887680664,8113827.3
Refrigerated,11,Chicago,Portland,0.19,38.6,General,5258.496345410001,3246.03878,1965.0063310000003,2.019431184468789,3995.7375,7120.523999999999,661.07175,1.9722370661264867,5707219.425
Dry Van,11,New York,Philadelphia,0.17,1.9,Automotive,6478.6598207100005,148.05928,1154.55005,2.0372628064067038,2413.21875,249.96975,26.979,1.7257074328606756,2217846.3
Dry Van,10,Miami,Seattle,0.18,54.5,Consumer Goods,12704.66869133,5054.93694,,,,8937.24225,975.2804999999998,1.768582151689512,5036970.675
Dry Van,13,Phoenix,Denver,0.21,12.1,General,11614.23263385,1083.08582,3254.3169770000004,2.174137015541249,6980.7375,1956.54675,243.79424999999998,1.822175550225558,8132367.6
Dry Van,3,Philadelphia,Seattle,0.17,44.3,Food/Beverage,13175.49757139,4391.88886,3024.1640490000004,2.003002977220433,6045.956249999999,10241.031749999998,800.2792499999999,2.6796699268022914,981719.9249999999
Refrigerated,15,Kansas City,Portland,0.18,32.9,Electronics,12031.08402188,2764.84612,,,,7063.874999999999,533.439,2.647513887680664,371225.175
Refrigerated,26,New York,Philadelphia,0.17,1.6,Food/Beverage,12267.40564665,148.05928,2547.58093,2.061285963739727,5289.300000000001,275.8275,26.979,1.7257074328606756,1209212.9249999998
